#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 UNSTEADY SECTIONAL CUT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide this file for steady-state or time-averaged sectional cuts
#
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "005.12"

# Column       1     2     3     4       5          6          7          8
VARIABLES =   "X"   "Y"   "Z"   "X/C"   "CP_AVG"   "CP_RMS"   "CF_AVG"   "CF_RMS"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "005"
DATASETAUXDATA SubmissionDate  = "2025-07-11"
DATASETAUXDATA Name            = "Kiran Ravikumar"
DATASETAUXDATA Email           = "kiran.ravikumar@nasa.gov"
DATASETAUXDATA Institution     = "NASA Ames Research Center"
DATASETAUXDATA SolverName      = "LAVA Unstructured"
DATASETAUXDATA BasicAlgorithm  = "WMLES"
DATASETAUXDATA TurbulenceModel = "Vreman SGS Model with constant 0.08"
DATASETAUXDATA GridId          = "Voronoi"
DATASETAUXDATA Notes           = "N/A"

ZONE T="005.12 - ALPHA 3.50 - Type C grid, Level 3, span=0.05c - Span Averaged"
AUXDATA GridLevel       = "3"
AUXDATA Mach            = "0.73"
AUXDATA Re              = "3.00e+06"
AUXDATA Alpha           = "3.50"
AUXDATA Tstatic         = "271"
AUXDATA CLtotal         = "0.89330"
AUXDATA Eta             = "Span Averaged"
AUXDATA Dt              = "2.18163e-08"
AUXDATA CtuStart        = "100"
AUXDATA CtuAvg          = "50"
AUXDATA GridFileName    = "dpw-oat15a-L3C-5pc-gr1p075.cgns"
   0.22937092   -0.00000027   -0.00050231    0.99726486   -0.00474380    0.11889010    0.00383736 -999.00000000
   0.22883133   -0.00000001   -0.00044176    0.99491881    0.02306279    0.11019035    0.00348332 -999.00000000
   0.22818751    0.00000000   -0.00037125    0.99211962    0.04961055    0.10254462    0.00331458 -999.00000000
   0.22731997    0.00000086   -0.00027905    0.98834769    0.07757560    0.09482587    0.00317083 -999.00000000
   0.22634440   -0.00000042   -0.00017884    0.98410610    0.10353571    0.08809288    0.00300395 -999.00000000
   0.22516360    0.00000086   -0.00006232    0.97897216    0.13038116    0.08165962    0.00290780 -999.00000000
   0.22385882    0.00000006    0.00006069    0.97329921    0.15564552    0.07591630    0.00280728 -999.00000000
   0.22241101   -0.00000003    0.00019023    0.96700439    0.17926517    0.07086538    0.00263845 -999.00000000
   0.22081643    0.00000020    0.00032450    0.96007143    0.20071149    0.06636326    0.00251961 -999.00000000
   0.21910334   -0.00000006    0.00045902    0.95262320    0.22207193    0.06224533    0.00245536 -999.00000000
   0.21724441    0.00000020    0.00059343    0.94454089    0.24111582    0.05883154    0.00234651 -999.00000000
   0.21527356   -0.00000049    0.00072255    0.93597202    0.25895875    0.05541788    0.00224539 -999.00000000
   0.21321049    0.00000006    0.00084239    0.92700214    0.27648805    0.05248796    0.00217960 -999.00000000
   0.21105093    0.00000003    0.00095037    0.91761276    0.29199130    0.04988639    0.00210894 -999.00000000
   0.20876608   -0.00000000    0.00104411    0.90767859    0.30543976    0.04774489    0.00198981 -999.00000000
   0.20639705    0.00000005    0.00111763    0.89737846    0.31857409    0.04562906    0.00195099 -999.00000000
   0.20395559    0.00000007    0.00116667    0.88676345    0.32910064    0.04399481    0.00186985 -999.00000000
   0.20143935    0.00000002    0.00118709    0.87582325    0.33774361    0.04235101    0.00181158 -999.00000000
   0.19886930   -0.00000005    0.00117491    0.86464913    0.34413882    0.04094023    0.00173934 -999.00000000
   0.19618712   -0.00000001    0.00112525    0.85298749    0.34836152    0.04000256    0.00168107 -999.00000000
   0.19349839   -0.00000023    0.00103689    0.84129733    0.34957838    0.03914000    0.00160295 -999.00000000
   0.19075708   -0.00000052    0.00090692    0.82937859    0.34850656    0.03859443    0.00156144 -999.00000000
   0.18792693   -0.00000002    0.00073112    0.81707359    0.34563481    0.03773862    0.00153118 -999.00000000
   0.18507706    0.00000011    0.00051309    0.80468285    0.33959345    0.03757766    0.00149245 -999.00000000
   0.18217085   -0.00000016    0.00025071    0.79204719    0.33153749    0.03714987    0.00148446 -999.00000000
   0.17927134    0.00000004   -0.00004805    0.77944062    0.32125625    0.03697636    0.00147201 -999.00000000
   0.17633036   -0.00000048   -0.00038512    0.76665375    0.30921816    0.03723225    0.00148566 -999.00000000
   0.17337254   -0.00000016   -0.00075457    0.75379365    0.29507974    0.03681378    0.00148454 -999.00000000
   0.17040390    0.00000013   -0.00115170    0.74088654    0.27999862    0.03698378    0.00150073 -999.00000000
   0.16741252   -0.00000028   -0.00157418    0.72788050    0.26281790    0.03702963    0.00151787 -999.00000000
   0.16441445    0.00000037   -0.00201593    0.71484544    0.24550531    0.03739368    0.00157141 -999.00000000
   0.16138791    0.00000086   -0.00247652    0.70168658    0.22656757    0.03739780    0.00163357 -999.00000000
   0.15836313    0.00000008   -0.00294797    0.68853535    0.20735783    0.03710305    0.00166879 -999.00000000
   0.15534727    0.00000088   -0.00342597    0.67542293    0.18817956    0.03726997    0.00174677 -999.00000000
   0.15232515   -0.00000001   -0.00391013    0.66228327    0.16792893    0.03738131    0.00178191 -999.00000000
   0.14933854   -0.00000068   -0.00439131    0.64929799    0.14827007    0.03801943    0.00183159 -999.00000000
   0.14632019   -0.00000015   -0.00487825    0.63617475    0.12760992    0.03759238    0.00189014 -999.00000000
   0.14335519    0.00000003   -0.00535537    0.62328343    0.10920178    0.03894552    0.00196025 -999.00000000
   0.14031265    0.00000001   -0.00584195    0.61005499    0.08691840    0.03791060    0.00200048 -999.00000000
   0.13735193   -0.00000020   -0.00631099    0.59718232    0.06662899    0.03802726    0.00205984 -999.00000000
   0.13445775    0.00000037   -0.00676383    0.58459893    0.04740731    0.03881094    0.00212056 -999.00000000
   0.13151384    0.00000006   -0.00721738    0.57179928    0.02730989    0.03867730    0.00216935 -999.00000000
   0.12857025   -0.00000022   -0.00766253    0.55900107    0.00736493    0.03900695    0.00221083 -999.00000000
   0.12569269   -0.00000015   -0.00808846    0.54648996   -0.01246055    0.03994745    0.00225142 -999.00000000
   0.12276176   -0.00000034   -0.00851175    0.53374680   -0.03211091    0.03939205    0.00228705 -999.00000000
   0.11990160   -0.00000039   -0.00891357    0.52131132   -0.05131354    0.04015488    0.00230808 -999.00000000
   0.11706965   -0.00000021   -0.00929947    0.50899846   -0.06936605    0.04030984    0.00235515 -999.00000000
   0.11431269    0.00000245   -0.00966291    0.49701169   -0.08759415    0.04150411    0.00233070 -999.00000000
   0.11155717   -0.00000029   -0.01001324    0.48503119   -0.10557530    0.04037772    0.00243588 -999.00000000
   0.10872966   -0.00000017   -0.01035849    0.47273765   -0.12385406    0.04150829    0.00246200 -999.00000000
   0.10608504   -0.00000008   -0.01066758    0.46123930   -0.13945778    0.04044669    0.00252375 -999.00000000
   0.10339153   -0.00000030   -0.01096786    0.44952841   -0.15504291    0.04063773    0.00258943 -999.00000000
   0.10070890    0.00000036   -0.01125159    0.43786477   -0.16826443    0.04102744    0.00268624 -999.00000000
   0.09806420   -0.00000167   -0.01151540    0.42636611   -0.18448650    0.04057213    0.00276262 -999.00000000
   0.09558685    0.00000065   -0.01174746    0.41559500   -0.19926614    0.04112990    0.00274912 -999.00000000
   0.09294041   -0.00000010   -0.01197841    0.40408872   -0.21230502    0.04142356    0.00288132 -999.00000000
   0.09049115   -0.00000024   -0.01217576    0.39343977   -0.22295928    0.04073995    0.00295566 -999.00000000
   0.08789996   -0.00000021   -0.01236670    0.38217372   -0.23349595    0.04045872    0.00304008 -999.00000000
   0.08545975   -0.00000009   -0.01252893    0.37156412   -0.24195642    0.04018717    0.00312615 -999.00000000
   0.08316045   -0.00000017   -0.01266575    0.36156718   -0.24854369    0.03983191    0.00321534 -999.00000000
   0.08071473   -0.00000023   -0.01279367    0.35093359   -0.25393889    0.03941750    0.00331732 -999.00000000
   0.07841456    0.00000022   -0.01289700    0.34093288   -0.25689711    0.03890416    0.00341764 -999.00000000
   0.07611459   -0.00000022   -0.01298355    0.33093301   -0.25960234    0.03872619    0.00351535 -999.00000000
   0.07381475    0.00000015   -0.01305309    0.32093371   -0.25956220    0.03807246    0.00362098 -999.00000000
   0.07166167   -0.00000026   -0.01310246    0.31157248   -0.25936551    0.03787655    0.00371178 -999.00000000
   0.06950195   -0.00000020   -0.01313660    0.30218238   -0.25708102    0.03717999    0.00381331 -999.00000000
   0.06734913   -0.00000019   -0.01315507    0.29282230   -0.25334286    0.03660279    0.00391552 -999.00000000
   0.06533602    0.00000003   -0.01315813    0.28406964   -0.24848576    0.03607697    0.00400735 -999.00000000
   0.06332316    0.00000022   -0.01314737    0.27531808   -0.24264836    0.03561008    0.00408967 -999.00000000
   0.06131069    0.00000015   -0.01312268    0.26656823   -0.23561055    0.03514915    0.00416658 -999.00000000
   0.05928439   -0.00000012   -0.01308361    0.25775822   -0.22768938    0.03462015    0.00421643 -999.00000000
   0.05742417    0.00000017   -0.01303510    0.24967032   -0.21908301    0.03460058    0.00429214 -999.00000000
   0.05551388   -0.00000001   -0.01297257    0.24136468   -0.21012486    0.03753181    0.00430518 -999.00000000
   0.05371149    0.00000022   -0.01290163    0.23352821   -0.20093928    0.03637263    0.00434884 -999.00000000
   0.05179672   -0.00000016   -0.01281338    0.22520313   -0.18977779    0.03442707    0.00439246 -999.00000000
